model,fold,test_year,base_seed,arm,window,n_test,fit_seconds,inference_seconds,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share
cnn,fold_1,2022,456,Global-Numeric-Random-Features,20,241,3.895167200003925,0.2404475000003003,24.260661355180197,19.82698003584912,2.016591775498917,-0.1882130003076416,0.475,0.4687653713723561,-0.0624692572552877,1.0,240,1,0,44,63,63,70,0.5541666666666667
cnn,fold_1,2022,789,News-Only,20,241,3.075523299994529,0.185083599993959,61.778185845465295,55.41160024432723,5.600677124492219,-6.704763809408359,0.4416666666666666,0.4871056145035486,-0.0474761417235975,1.0,240,1,0,97,10,124,9,0.0791666666666666
cnn,fold_1,2022,789,Global-Numeric-Shuffled-News,20,241,3.507145900002797,0.2072786999997333,35.52233870722945,28.52195361510349,2.89869787292846,-1.5473705883996187,0.4791666666666667,0.4615627854683437,-0.0805682894113125,1.0,240,1,0,32,75,50,83,0.6583333333333333
cnn,fold_1,2022,789,Global-Numeric-Lagged-News,20,241,3.51836270000058,0.199364100000821,26.648617888323663,21.651570342972047,2.211977895615206,-0.4336343804167517,0.5166666666666667,0.4899163797343827,-0.0230235747103071,1.0,240,1,0,26,81,35,98,0.7458333333333333
cnn,fold_1,2022,789,Global-Numeric-Random-Features,20,241,3.5466749999977765,0.2008677000048919,26.931987020683653,20.707398372863835,2.1064785893207443,-0.4642857003363847,0.4583333333333333,0.468343756587731,-0.064128812176301,1.0,240,1,0,60,47,83,50,0.4041666666666667
cnn,fold_1,2022,2025,News-Only,20,241,3.634559600002831,0.2408596999957808,56.410070126641386,50.34499773165006,5.082253005850276,-5.423952299873177,0.4583333333333333,0.502143208488511,0.0072379960331229,1.0,240,1,0,97,10,120,13,0.0958333333333333
cnn,fold_1,2022,2025,Global-Numeric-Shuffled-News,20,241,4.384057899995241,0.2307405999963521,27.90170545986304,22.17465265685591,2.2555816530173733,-0.571630787786185,0.5208333333333334,0.5037242639308551,0.0078064338917725,1.0,240,1,0,37,70,45,88,0.6583333333333333
cnn,fold_1,2022,2025,Global-Numeric-Lagged-News,20,241,4.2835840999978245,0.2757965999990119,26.763559205360647,21.91744331974212,2.2321113492800344,-0.4460282087842835,0.4708333333333333,0.4832759468765371,-0.0341951467623514,1.0,240,1,0,64,43,84,49,0.3833333333333333
cnn,fold_1,2022,2025,Global-Numeric-Random-Features,20,241,4.253016700000444,0.2679024000026402,25.96920449230481,20.943497157462883,2.1319332455393774,-0.3614644968808589,0.5041666666666667,0.4832056777457663,-0.0361526622110131,1.0,240,1,0,31,76,43,90,0.6916666666666667
cnn,fold_2,2023,42,News-Only,20,243,4.006276699998125,0.2491915999999037,49.28791363694796,42.5082174884439,4.641716798725748,-0.2270736527953765,0.5082644628099173,0.509251644736842,0.0184824021783804,1.0,242,1,0,63,65,54,60,0.5165289256198347
cnn,fold_2,2023,42,Global-Numeric-Shuffled-News,20,243,4.638881699997,0.2598165000017616,22.056028078597905,18.34438710737129,1.9717410986567905,0.7542778121225934,0.5537190082644629,0.5598958333333333,0.1222283568320004,1.0,242,1,0,58,70,38,76,0.6033057851239669
cnn,fold_2,2023,42,Global-Numeric-Lagged-News,20,243,5.254158000003372,0.2430543000009493,23.85532579267825,20.011726082774327,2.1460417571273407,0.7125512225981745,0.5082644628099173,0.5130893640350878,0.0264993797702471,1.0,242,1,0,55,73,46,68,0.5826446280991735
cnn,fold_2,2023,42,Global-Numeric-Random-Features,20,243,4.504727499996079,0.2504295999970054,23.704989661331904,19.18170807300772,2.0632918264851887,0.7161628077454586,0.5785123966942148,0.5766173245614035,0.1534029464268241,1.0,242,1,0,78,50,52,62,0.4628099173553719
cnn,fold_2,2023,123,News-Only,20,243,4.3513071999987005,0.2628597000002628,47.81953983830692,41.37467613337952,4.521828927534559,-0.1550493681553448,0.5206611570247934,0.5214501096491229,0.0428415402675011,1.0,242,1,0,65,63,53,61,0.512396694214876
cnn,fold_2,2023,123,Global-Numeric-Shuffled-News,20,243,4.779035899999144,0.2152180999983102,18.288353615022327,15.08994416861868,1.6262010036436267,0.8310574743480759,0.5950413223140496,0.5951206140350878,0.1899291011527001,1.0,242,1,0,76,52,46,68,0.4958677685950413
cnn,fold_2,2023,123,Global-Numeric-Lagged-News,20,243,5.0684792999963975,0.2663565000038943,20.60558031026746,16.55877562749041,1.787115178324405,0.7855335013842625,0.5495867768595041,0.5535910087719298,0.1079504370879192,1.0,242,1,0,62,66,43,71,0.5661157024793388
cnn,fold_2,2023,123,Global-Numeric-Random-Features,20,243,4.901999100002286,0.2317666000017197,18.295097700587952,14.905468768818388,1.6060882722423644,0.8309328515470702,0.5785123966942148,0.5804550438596492,0.1609100877192982,1.0,242,1,0,70,58,44,70,0.5289256198347108
cnn,fold_2,2023,456,News-Only,20,243,3.838733199998387,0.2241743999984464,50.772851099802686,41.30498162813147,4.543400883789799,-0.3021255618054517,0.512396694214876,0.5145970394736843,0.0292261427450031,1.0,242,1,0,61,67,51,63,0.5371900826446281
cnn,fold_2,2023,456,Global-Numeric-Shuffled-News,20,243,4.766507499996806,0.2562321000004885,20.070353410289695,16.199243342616423,1.7566794955458227,0.7965302734947282,0.5454545454545454,0.5516036184210527,0.1053065820303162,1.0,242,1,0,57,71,39,75,0.6033057851239669
cnn,fold_2,2023,456,Global-Numeric-Lagged-News,20,243,5.143421200002194,0.2466969000015524,21.36120605606073,17.310791511084314,1.8766926071582868,0.7695157251421715,0.5578512396694215,0.5638020833333333,0.1299727769175572,1.0,242,1,0,59,69,38,76,0.5991735537190083
cnn,fold_2,2023,456,Global-Numeric-Random-Features,20,243,4.818299300000945,0.2292235000059008,17.613441935713823,13.874848918630269,1.4872593771003533,0.8432966699250123,0.5413223140495868,0.5361842105263158,0.0734718358370645,1.0,242,1,0,80,48,63,51,0.4090909090909091
cnn,fold_2,2023,789,News-Only,20,243,3.865378499998769,0.2234634000051301,52.33881207270566,41.03321903827749,4.52914640099126,-0.3836858004629526,0.5041322314049587,0.5111019736842105,0.0228322155878461,1.0,242,1,0,50,78,42,72,0.6198347107438017
cnn,fold_2,2023,789,Global-Numeric-Shuffled-News,20,243,4.928277400002116,0.2662232000002404,22.838924867696463,18.783696069320047,2.0089720891658143,0.7365239928660009,0.5413223140495868,0.5366639254385965,0.0742260113983361,1.0,242,1,0,79,49,62,52,0.4173553719008264
cnn,fold_2,2023,789,Global-Numeric-Lagged-News,20,243,4.95355710000149,0.2454068000006373,25.044488171646364,20.20600977955532,2.168872697005033,0.6831789108075687,0.5743801652892562,0.5727110745614035,0.1454969509121899,1.0,242,1,0,77,51,52,62,0.4669421487603306
cnn,fold_2,2023,789,Global-Numeric-Random-Features,20,243,4.796674700002768,0.2877176000038162,21.672542831919028,17.200969042022518,1.859892119721145,0.7627482079680847,0.5495867768595041,0.559827302631579,0.1273736168480972,1.0,242,1,0,49,79,30,84,0.6735537190082644
cnn,fold_2,2023,2025,News-Only,20,243,3.659037700002955,0.2127175999994506,52.534017746640586,40.73402277402917,4.503876765713811,-0.3940263872846996,0.5206611570247934,0.524328399122807,0.0489529142740835,1.0,242,1,0,59,69,47,67,0.5619834710743802
cnn,fold_2,2023,2025,Global-Numeric-Shuffled-News,20,243,4.642660999998043,0.2511421000017435,19.5196899049523,15.902871414633934,1.7086135827803428,0.8075421677808636,0.5785123966942148,0.5809347587719298,0.1620472985063321,1.0,242,1,0,69,59,43,71,0.5371900826446281
cnn,fold_2,2023,2025,Global-Numeric-Lagged-News,20,243,4.8947934999960125,0.2447197999936179,20.407912674270424,16.652009595657088,1.7876828302355798,0.789628484243786,0.5578512396694215,0.5580455043859649,0.1158965812431913,1.0,242,1,0,71,57,50,64,0.5
cnn,fold_2,2023,2025,Global-Numeric-Random-Features,20,243,4.659003099994152,0.2598904999977094,21.644205269708312,17.97530948810127,1.9175741393005463,0.7633682313872858,0.5165289256198347,0.5065104166666666,0.0138608174118777,1.0,242,1,0,87,41,76,38,0.3264462809917355
cnn,fold_3,2024,42,News-Only,20,244,3.879359700003988,0.2633853000006638,88.5052542356746,78.61372629325895,9.311019848951398,-3.0393226032820646,0.5409836065573771,0.5516521973214886,0.1205318211356363,1.0,244,0,0,37,90,22,95,0.7581967213114754
cnn,fold_3,2024,42,Global-Numeric-Shuffled-News,20,244,5.547906399995554,0.2222474000009242,29.09443353216072,23.73370415902528,2.811063502726592,0.5634939738490554,0.5532786885245902,0.5651457029409785,0.1589491740230917,1.0,244,0,0,35,92,17,100,0.7868852459016393
cnn,fold_3,2024,42,Global-Numeric-Lagged-News,20,244,5.316111699998146,0.2330870000005234,32.7016739460054,26.28898218609268,3.098336529161755,0.4485445921229248,0.4754098360655737,0.4889965677367252,-0.0294044468520528,1.0,244,0,0,20,107,21,96,0.8319672131147541
cnn,fold_3,2024,42,Global-Numeric-Random-Features,20,244,5.610435200003849,0.2496064999941154,26.901607898142863,21.786200139200083,2.571408223970552,0.6268126545685224,0.5204918032786885,0.5366781075442493,0.1187727428330922,1.0,244,0,0,18,109,8,109,0.8934426229508197
cnn,fold_3,2024,123,News-Only,20,244,3.9120697999969702,0.2572647000051802,79.35381041296806,68.79668650798621,8.075440544427472,-2.2471773051324777,0.5532786885245902,0.5621172353455818,0.137218687568615,1.0,244,0,0,44,83,26,91,0.7131147540983607
cnn,fold_3,2024,123,Global-Numeric-Shuffled-News,20,244,5.685985099997197,0.2411375000010593,20.825623294326977,17.096769602508815,1.9973400339268632,0.7763512636905165,0.5286885245901639,0.533784238508648,0.0696503356742591,1.0,244,0,0,52,75,40,77,0.6229508196721312
cnn,fold_3,2024,123,Global-Numeric-Lagged-News,20,244,5.311141899997892,0.2663677000018651,23.96217537851772,20.19028605745952,2.369650676348483,0.7039105612613129,0.5040983606557377,0.5128541624604617,0.0283951997027144,1.0,244,0,0,38,89,32,85,0.7131147540983607
cnn,fold_3,2024,123,Global-Numeric-Random-Features,20,244,6.1643882999997,0.2427196999997249,26.00976620908968,21.366392155480177,2.533615555827328,0.6511463037045142,0.5204918032786885,0.5319671579514099,0.0769405229061767,1.0,244,0,0,32,95,22,95,0.7786885245901639
cnn,fold_3,2024,456,News-Only,20,244,3.840510800000629,0.2410286000013002,81.13100936845441,72.45512473469385,8.551498906341756,-2.394252841228329,0.5532786885245902,0.5631267245440474,0.1433876685073405,1.0,244,0,0,41,86,23,94,0.7377049180327869
cnn,fold_3,2024,456,Global-Numeric-Shuffled-News,20,244,5.375016400001186,0.2317894000007072,44.33931384789007,38.880935104000734,4.583730882036717,-0.013790852190781,0.4877049180327868,0.5065280301500774,0.0329002357448106,1.0,244,0,0,6,121,4,113,0.9590163934426228
cnn,fold_3,2024,456,Global-Numeric-Lagged-News,20,244,5.272083300005761,0.2241530999963288,28.873777800682472,23.524233331269883,2.776253819624133,0.570089896353789,0.5081967213114754,0.5245305875227135,0.0808240623876525,1.0,244,0,0,16,111,9,108,0.8975409836065574
cnn,fold_3,2024,456,Global-Numeric-Random-Features,20,244,5.747347699994862,0.2669265000004088,34.572092012840955,29.295913401827438,3.462873697261258,0.3836580156447219,0.5204918032786885,0.5360051147452722,0.1095522930617645,1.0,244,0,0,20,107,10,107,0.8770491803278688
cnn,fold_3,2024,789,News-Only,20,244,4.194982799999707,0.2618234999972628,91.81678887638142,79.93739627486856,9.503773845779104,-3.347250158345457,0.5450819672131147,0.5572716871929471,0.1417682235071395,1.0,244,0,0,33,94,17,100,0.7950819672131147
cnn,fold_3,2024,789,Global-Numeric-Shuffled-News,20,244,5.518435899997712,0.2420434000014211,31.64194617398693,26.6464482605848,3.1537088605576757,0.4837063225056524,0.5368852459016393,0.54838818224645,0.116463654672718,1.0,244,0,0,34,93,20,97,0.7786885245901639
cnn,fold_3,2024,789,Global-Numeric-Lagged-News,20,244,5.422957100003259,0.2597519999981159,30.865015215193036,25.59072384429269,3.0278831007410107,0.5087490280234982,0.5163934426229508,0.531731610471768,0.0952020395954842,1.0,244,0,0,20,107,11,106,0.8729508196721312
cnn,fold_3,2024,789,Global-Numeric-Random-Features,20,244,5.505127399999765,0.2300574000037158,28.837277613840275,23.75232750638096,2.810797265708951,0.5711761332144889,0.5122950819672131,0.5291405881957063,0.1016565280940109,1.0,244,0,0,15,112,7,110,0.9098360655737704
cnn,fold_3,2024,2025,News-Only,20,244,4.021612900003674,0.2472553999978117,87.16952759628455,76.59699623679039,9.07959989888116,-2.918319239835905,0.5491803278688525,0.5608721986674743,0.1474990275607818,1.0,244,0,0,35,92,18,99,0.7827868852459017
cnn,fold_3,2024,2025,Global-Numeric-Shuffled-News,20,244,5.494577099998423,0.2364792000007582,27.87675978128243,22.35488970221065,2.643024943425593,0.5992670833803527,0.5450819672131147,0.5576081835924356,0.1447972502791521,1.0,244,0,0,32,95,16,101,0.8032786885245902
cnn,fold_3,2024,2025,Global-Numeric-Lagged-News,20,244,5.467448700001114,0.4249541000026511,29.90283795288684,23.949354620253438,2.8364727479485774,0.538899867965752,0.5122950819672131,0.5261121206003097,0.0704728524873652,1.0,244,0,0,24,103,16,101,0.8360655737704918
cnn,fold_3,2024,2025,Global-Numeric-Random-Features,20,244,5.630716399995436,0.2510531000007177,62.860690856067855,58.473042415150815,6.854913468838732,-1.0376459766947392,0.4795081967213114,0.5,0.0,1.0,244,0,0,0,127,0,117,1.0
cnn,fold_4,2025,42,News-Only,20,234,4.691161599999759,0.252777400004561,117.19561737806256,99.27480099105937,12.967303742251287,-4.3020210842728455,0.5085470085470085,0.5203947368421052,0.1060177630487992,1.0,234,0,0,7,113,2,112,0.9615384615384616
cnn,fold_4,2025,42,Global-Numeric-Shuffled-News,20,234,5.865011299996695,0.2394877999977325,21.72377603360457,17.48921290380323,2.22692073992776,0.8178247637532816,0.5213675213675214,0.5201754385964912,0.0405170774494494,1.0,234,0,0,68,52,60,54,0.452991452991453
cnn,fold_4,2025,42,Global-Numeric-Lagged-News,20,234,6.087257599996519,0.2513475000014296,30.594803292913376,25.20365104541692,3.238296084565409,0.6386616653918453,0.5128205128205128,0.5166666666666666,0.0349215147884789,1.0,234,0,0,44,76,38,76,0.6495726495726496
cnn,fold_4,2025,42,Global-Numeric-Random-Features,20,234,5.84908450000512,0.2442116000020178,21.3557091182964,17.358114882231273,2.2214960485070456,0.8239456737537703,0.5341880341880342,0.5355263157894737,0.0714058365637314,1.0,234,0,0,58,62,47,67,0.5512820512820513
cnn,fold_4,2025,123,News-Only,20,234,4.709702100000868,0.2582443999999668,116.91068572297569,99.49392553437976,12.988209191663271,-4.276271363992263,0.5,0.5125,0.1110750302167968,1.0,234,0,0,3,117,0,114,0.9871794871794872
cnn,fold_4,2025,123,Global-Numeric-Shuffled-News,20,234,5.938248300000851,0.2287862000011955,28.080000609149486,20.84349974995495,2.73133633184634,0.6956222279672394,0.5512820512820513,0.5537280701754386,0.1093717304061015,1.0,234,0,0,55,65,40,74,0.594017094017094
cnn,fold_4,2025,123,Global-Numeric-Lagged-News,20,234,6.356062399994698,0.266863299999386,27.5092126384278,20.44772178509488,2.592221570752432,0.707870760143481,0.5085470085470085,0.5043859649122807,0.009271687867503,1.0,234,0,0,80,40,75,39,0.3376068376068376
cnn,fold_4,2025,123,Global-Numeric-Random-Features,20,234,5.750274399993941,0.2888707000020076,20.42743712639881,16.108774639587114,2.076443199776335,0.8389182003770698,0.5427350427350427,0.5467105263157894,0.0981520964648172,1.0,234,0,0,47,73,34,80,0.6538461538461539
cnn,fold_4,2025,456,News-Only,20,234,4.450195700002951,0.2425310999969951,119.3545534769016,101.4204932425572,13.244732535248763,-4.499164266340638,0.4957264957264957,0.5078947368421053,0.0499306998973954,1.0,234,0,0,4,116,2,112,0.9743589743589745
cnn,fold_4,2025,456,Global-Numeric-Shuffled-News,20,234,5.873167099998682,0.2257702999995672,20.56931277449912,16.430415276664704,2.0862264474094614,0.8366728920087418,0.5042735042735043,0.5043859649122807,0.0087693660572044,1.0,234,0,0,60,60,56,58,0.5042735042735043
cnn,fold_4,2025,456,Global-Numeric-Lagged-News,20,234,6.19291130000056,0.2553719999996247,22.07319432368864,17.82102166358796,2.267409632820706,0.8119172000769236,0.4914529914529914,0.4910087719298245,-0.0179870586813495,1.0,234,0,0,61,59,60,54,0.4829059829059829
cnn,fold_4,2025,456,Global-Numeric-Random-Features,20,234,5.824477900001511,0.2753863999969326,21.208068118179483,17.143698141285753,2.1708928340821334,0.8263715343937752,0.5170940170940171,0.5166666666666666,0.0333418648727455,1.0,234,0,0,64,56,57,57,0.4829059829059829
cnn,fold_4,2025,789,News-Only,20,234,4.403355999995256,0.2225106000041705,123.83568638103112,107.53420920815728,14.000692906701287,-4.919845049522918,0.5,0.5125,0.1110750302167968,1.0,234,0,0,3,117,0,114,0.9871794871794872
cnn,fold_4,2025,789,Global-Numeric-Shuffled-News,20,234,6.085921900004905,0.2607936999993399,56.09492026936466,44.97498412001336,5.884625006921295,-0.2146909006839443,0.5427350427350427,0.5495614035087719,0.1168446361674165,1.0,234,0,0,34,86,21,93,0.7649572649572649
cnn,fold_4,2025,789,Global-Numeric-Lagged-News,20,234,6.061863700000686,0.2179984999966109,31.978020760400256,24.927346205566177,3.2265191986050823,0.6052502457728919,0.5299145299145299,0.5359649122807018,0.0814689242115821,1.0,234,0,0,36,84,26,88,0.7350427350427351
cnn,fold_4,2025,789,Global-Numeric-Random-Features,20,234,5.9210832999960985,0.2598732000042218,31.364324779501317,23.429687718690456,3.0451761918111844,0.6202562867551782,0.5384615384615384,0.5447368421052632,0.1024207896318922,1.0,234,0,0,36,84,24,90,0.7435897435897436
cnn,fold_4,2025,2025,News-Only,20,234,4.47048299999733,0.2225574000040069,125.21544889638956,108.5798186439938,14.138393995821945,-5.052496369501078,0.4871794871794871,0.5,0.0,1.0,234,0,0,0,120,0,114,1.0
cnn,fold_4,2025,2025,Global-Numeric-Shuffled-News,20,234,6.053861500004132,0.2689747999975225,20.82389754070909,16.80374833755514,2.1158945589571965,0.8326048986897129,0.5512820512820513,0.5478070175438596,0.0993715578307176,1.0,234,0,0,82,38,67,47,0.3632478632478632
cnn,fold_4,2025,2025,Global-Numeric-Lagged-News,20,234,6.144254899998487,0.23790210000152,22.463777928923616,18.188092177084883,2.296060674822717,0.8052020858130887,0.5256410256410257,0.5245614035087719,0.0492870102943036,1.0,234,0,0,68,52,59,55,0.4572649572649572
cnn,fold_4,2025,2025,Global-Numeric-Random-Features,20,234,5.9805211999992025,0.2645625000004656,21.785996745615265,17.401329921683953,2.2002027194868035,0.8167797054988812,0.5170940170940171,0.5140350877192983,0.028900753860172,1.0,234,0,0,76,44,69,45,0.3803418803418803
lstm,fold_1,2022,42,News-Only,5,241,4.275422200000321,0.3661675000039395,58.85816399877084,51.56911849082261,5.204996877182509,-5.99362674108152,0.45,0.4991919049961352,-0.0038414575903337,1.0,240,1,0,102,5,127,6,0.0458333333333333
lstm,fold_1,2022,42,Global-Numeric-Shuffled-News,5,241,3.809346200003347,0.3710281000021496,14.713104886224103,11.840798211810013,1.2004881590583545,0.5629836452362527,0.45,0.4562574660951444,-0.0876577074799546,1.0,240,1,0,55,52,80,53,0.4375
lstm,fold_1,2022,42,Global-Numeric-Lagged-News,5,241,3.756340400002955,0.3726058999964152,13.632078982597568,10.993560604791911,1.118780528748762,0.6248428606593527,0.4791666666666667,0.4706977724685546,-0.0589262375532599,1.0,240,1,0,42,65,60,73,0.575
lstm,fold_1,2022,42,Global-Numeric-Random-Features,5,241,3.723126000004413,0.3730967000010423,14.1369219015857,11.282978887236476,1.149297225183547,0.5965416149606186,0.4958333333333333,0.5040053404539385,0.008054665564834,1.0,240,1,0,62,45,76,57,0.425
lstm,fold_1,2022,123,News-Only,5,241,3.996567700000014,0.3705528999998932,52.11393901322346,42.33591171250801,4.281973951396141,-4.482729617485177,0.4833333333333333,0.5219591033658914,0.0618516593479315,1.0,240,1,0,94,13,111,22,0.1458333333333333
lstm,fold_1,2022,123,Global-Numeric-Shuffled-News,5,241,3.614228999998886,0.3809088000052725,16.277928079200155,13.207991371006417,1.3393939817333729,0.4650819178461574,0.4666666666666667,0.4968730236806971,-0.0074939977652715,1.0,240,1,0,83,24,104,29,0.2208333333333333
lstm,fold_1,2022,123,Global-Numeric-Lagged-News,5,241,3.7712835000056657,0.3764938999956939,20.136379829435175,16.27887741737349,1.6493713989764496,0.1814375514859989,0.4958333333333333,0.5387182910547397,0.1238426750955041,1.0,240,1,0,100,7,114,19,0.1083333333333333
lstm,fold_1,2022,123,Global-Numeric-Random-Features,5,241,3.79763990000356,0.3899413000035565,29.01290084026449,26.27543746558961,2.676988562283986,-0.6993050013756612,0.4458333333333333,0.5,0.0,1.0,240,1,0,107,0,133,0,0.0
lstm,fold_1,2022,456,News-Only,5,241,3.858633199997712,0.396000599997933,63.3923794251376,54.002126844799896,5.449441694431088,-7.112657377692482,0.4666666666666667,0.5114890028810344,0.0404201888746989,1.0,240,1,0,99,8,120,13,0.0875
lstm,fold_1,2022,456,Global-Numeric-Shuffled-News,5,241,3.700010599997768,0.3695465999990119,14.78797726059349,11.630888537717537,1.18357872119594,0.5585245311805583,0.5541666666666667,0.5319724545007378,0.0699278542928009,1.0,240,1,0,35,72,35,98,0.7083333333333334
lstm,fold_1,2022,456,Global-Numeric-Lagged-News,5,241,3.6751536000010674,0.3706470999968587,14.709354513657344,11.515436801692738,1.1721318962243512,0.5632064079057816,0.5416666666666666,0.5243482538121004,0.0511887416585036,1.0,240,1,0,39,68,42,91,0.6625
lstm,fold_1,2022,456,Global-Numeric-Random-Features,5,241,4.0056838000018615,0.5047481000001426,15.048159114386092,12.092368873634754,1.230707356978516,0.5428531016005402,0.5208333333333334,0.501897266530813,0.0040269036808461,1.0,240,1,0,35,72,43,90,0.675
lstm,fold_1,2022,789,News-Only,5,241,3.954349799998454,0.4356179000023985,63.89577532020646,52.354032918934536,5.295400655046938,-7.242013410773325,0.4791666666666667,0.5181997048696507,0.051884660784226,1.0,240,1,0,94,13,112,21,0.1416666666666666
lstm,fold_1,2022,789,Global-Numeric-Shuffled-News,5,241,4.009842800005572,0.3991218000010121,41.59470677224413,37.346598461287584,3.807983265125175,-2.492731188748463,0.5458333333333333,0.4933947017075398,-0.0512925325573749,1.0,240,1,0,1,106,3,130,0.9833333333333332
lstm,fold_1,2022,789,Global-Numeric-Lagged-News,5,241,3.816165900003398,0.3726327000040328,24.06669316510917,19.570482000790165,2.0000864229460005,-0.1692890166738654,0.5125,0.4751949968378891,-0.0675490909292646,1.0,240,1,0,14,93,24,109,0.8416666666666667
lstm,fold_1,2022,789,Global-Numeric-Random-Features,5,241,3.900816699999268,0.3840475999968475,28.76549921410009,23.84912099332726,2.435913538805949,-0.6704476086591336,0.5291666666666667,0.4856650973227461,-0.0475017880280736,1.0,240,1,0,9,98,15,118,0.9
lstm,fold_1,2022,2025,News-Only,5,241,3.8594396999978926,0.3690827999962494,54.57043972987539,45.98299440412604,4.635946542794192,-5.011791844790961,0.4833333333333333,0.5265265968659968,0.0863256799946602,1.0,240,1,0,99,8,116,17,0.1041666666666666
lstm,fold_1,2022,2025,Global-Numeric-Shuffled-News,5,241,3.780519799998729,0.3685817000005045,15.916861899110613,12.74109586365985,1.300848219289772,0.4885491265620383,0.4833333333333333,0.4881596514651113,-0.0236408612856541,1.0,240,1,0,57,50,74,59,0.4541666666666666
lstm,fold_1,2022,2025,Global-Numeric-Lagged-News,5,241,3.753014100002474,0.3675258000002941,16.17111879681895,12.45377957593852,1.272061103667896,0.472078726066625,0.5166666666666667,0.527369826435247,0.0554454436019295,1.0,240,1,0,67,40,76,57,0.4041666666666667
lstm,fold_1,2022,2025,Global-Numeric-Random-Features,5,241,3.74544550000428,0.3545254999989993,15.002527353054926,11.845521533330938,1.2093019984257325,0.5456213856980515,0.4791666666666667,0.4807462581687864,-0.0383021375844114,1.0,240,1,0,53,54,71,62,0.4833333333333333
lstm,fold_2,2023,42,News-Only,5,243,4.154833400003554,0.3550739000056637,51.99867454628957,41.675471722628345,4.585913107191337,-0.3657597472416762,0.5,0.5057565789473684,0.0117268670903059,1.0,242,1,0,52,76,45,69,0.5991735537190083
lstm,fold_2,2023,42,Global-Numeric-Shuffled-News,5,243,4.146922499996435,0.50738629999978,14.559098500856814,11.486344698677328,1.2327997299286495,0.8929322366823911,0.5247933884297521,0.5291940789473684,0.0589462486587259,1.0,242,1,0,58,70,45,69,0.5743801652892562
